code,name,price,open,change_pct,volume,market_cap,market
1313,聯成,10.55,10.4,1.44,1888559,14040426693,LISTED
1314,中石化,7.92,7.88,0.64,12759122,29976012288,LISTED
1315,達新,64.9,64.3,0.78,24000,6199702445,LISTED
1316,上曜,13.9,13.75,2.21,2432256,4716908478,LISTED
1319,東陽,103.0,105.0,-1.44,1492275,60922131000,LISTED
1321,大洋,33.4,33.0,1.37,130000,7370889356,LISTED
1323,永裕,18.75,18.55,1.08,40000,1711406250,LISTED
1324,地球,10.95,10.4,4.29,102002,822585885,LISTED
1325,恆大,30.25,29.5,2.02,454709,2579750250,LISTED
1326,台化,42.25,40.7,3.68,52311539,247120942519,LISTED
1337,再生-KY,5.19,5.27,-1.52,376344,1395876465,LISTED
1338,廣華-KY,19.2,19.35,-0.52,48023,1550572861,LISTED
1339,昭輝,43.05,42.45,-1.49,118000,3191038143,LISTED
1340,勝悅-KY,7.21,6.77,6.81,1025950,1102574835,LISTED
1341,富林-KY,60.6,59.8,1.34,13102,3202770519,LISTED
1342,八貫,100.5,104.0,-1.95,771870,7839090651,LISTED
1402,遠東新,28.4,28.3,1.43,12799345,151999524358,LISTED
1409,新纖,15.3,15.2,0.99,5006788,24690058398,LISTED
1410,南染,33.55,33.7,-0.45,139001,2080099952,LISTED
1413,宏洲,10.05,9.71,0.0,15638,1327729645,LISTED
1414,東和,19.9,19.7,0.51,310561,3546179932,LISTED
1416,廣豐,11.75,11.7,0.86,64970,2177768500,LISTED
1417,嘉裕,8.81,8.75,0.23,123980,1673389099,LISTED
1418,東華,19.7,19.8,0.51,21565,1069926741,LISTED
1419,新紡,71.6,70.8,2.14,393020,21425368743,LISTED
1423,利華,38.3,38.15,0.39,33009,3816518323,LISTED
1432,大魯閣,19.15,19.15,0.0,501173,2068199958,LISTED
1434,福懋,17.6,17.6,0.57,2899541,29611507841,LISTED
1435,中福,21.85,21.55,1.39,13003,3054194801,LISTED
1436,華友聯,56.9,56.8,0.18,209510,9826687163,LISTED
1437,勤益控,32.35,32.1,0.47,119698,6579051539,LISTED
1438,三地開發,32.2,31.45,3.87,62575,3580825556,LISTED
1439,雋揚,29.95,29.75,0.67,109000,2755400070,LISTED
1440,南紡,13.4,13.4,1.13,1221061,22201333767,LISTED
1441,大東,9.99,9.98,-0.1,22784,716722543,LISTED
1442,名軒,30.15,29.3,0.17,342031,11041291660,LISTED
1443,立益物流,26.9,27.35,1.13,24646,3640726944,LISTED
1444,力麗,6.29,6.22,0.64,795775,6191813137,LISTED
1445,大宇,15.3,15.15,0.99,71250,1999189824,LISTED
1446,宏和,16.25,16.45,-1.22,234206,2237787500,LISTED
1447,力鵬,5.34,5.34,-0.56,775557,4504515134,LISTED
1449,佳和,10.8,10.85,0.0,367914,1372837412,LISTED
1451,年興,18.0,17.55,2.56,162265,3564000000,LISTED
1452,宏益,11.7,11.7,0.0,45200,1551899674,LISTED
1453,大將,13.4,13.7,0.0,167087,1517464840,LISTED
1454,台富,14.25,14.3,-2.73,154007,1740210000,LISTED
1455,集盛,8.51,8.56,0.35,435361,4524668244,LISTED
1456,怡華,13.0,13.15,-0.76,95000,1218360000,LISTED
1457,宜進,15.15,15.0,1.0,92573,3537812760,LISTED
1459,聯發,11.85,11.75,0.85,106162,3762197371,LISTED
1460,宏遠,6.81,6.78,0.44,1121000,4593113162,LISTED
1463,強盛,18.1,17.75,0.28,74000,3105804405,LISTED
1464,得力,11.15,11.1,0.9,318623,4726043755,LISTED
1465,偉全,12.35,12.3,0.0,121000,1279550194,LISTED
1466,聚隆,17.4,17.4,-1.69,1364263,1934137325,LISTED
1467,南緯,7.37,7.33,0.55,126100,1721814012,LISTED
1468,昶和,13.0,12.85,0.78,56000,2085265000,LISTED
1470,大統新創,22.95,22.6,1.55,11000,1968352715,LISTED
1471,首利,10.8,12.0,-10.0,1871622,1624477017,LISTED
1472,三洋實業,90.4,90.6,-0.22,97008,4744922692,LISTED
1473,台南,25.4,25.15,2.21,173214,3712311544,LISTED
1474,弘裕,10.15,10.1,0.5,96000,1318454500,LISTED
1475,業旺,30.6,30.9,-0.81,63000,2020120225,LISTED
1476,儒鴻,426.0,431.0,-0.7,830249,116880384600,LISTED
1477,聚陽,310.5,314.0,-0.8,619455,76598397886,LISTED
1503,士電,211.5,211.5,2.42,3937005,110185578000,LISTED
1504,東元,79.8,80.1,0.63,8128441,187101856215,LISTED
1506,正道,11.7,11.7,0.0,123002,3514551242,LISTED
1512,瑞利,7.95,8.16,-1.85,121003,780554831,LISTED
1513,中興電,163.5,164.0,0.31,4069538,80781099000,LISTED
1514,亞力,122.0,121.5,0.0,2911144,33046089492,LISTED
1515,力山,26.15,26.0,0.58,178000,4745518880,LISTED
1516,川飛,21.15,22.9,-4.51,25822,846173330,LISTED
1517,利奇,11.8,11.85,0.43,129010,2596000124,LISTED
1519,華城,967.0,950.0,0.1,3915493,305456346800,LISTED
1521,大億,27.0,26.6,1.5,44021,2058210000,LISTED
1522,堤維西,44.4,45.85,-7.02,4513818,13850935676,LISTED
1524,耿鼎,30.85,31.0,-0.8,1159132,5099825810,LISTED
1525,江申,63.3,63.8,0.32,57000,4646226274,LISTED
1526,日馳,20.15,20.7,0.25,121221,1208999977,LISTED
1527,鑽全,34.2,34.45,-0.15,160005,4739114625,LISTED
1528,恩德,22.3,22.45,2.06,12918236,4266681154,LISTED
1529,樂事綠能,24.95,24.35,9.91,1959623,3869620368,LISTED
1530,亞崴,29.0,28.85,0.52,26050,2743230988,LISTED
1531,高林股,12.45,12.5,0.4,180000,2267245561,LISTED
1532,勤美,24.35,24.35,0.41,566000,10136010831,LISTED
1533,車王電,30.8,30.65,0.16,117040,3035247524,LISTED
1535,中宇,46.9,45.0,4.22,178031,5803546888,LISTED
1536,和大,61.0,61.0,0.0,1048120,17016530354,LISTED
1537,廣隆,123.5,123.0,0.82,42669,10134657000,LISTED
1538,正峰,25.5,26.8,-3.77,35231,823650000,LISTED
1539,巨庭,18.0,18.0,0.28,53000,1176660000,LISTED
1540,喬福,23.7,23.85,-0.63,311004,2025733865,LISTED
1541,錩泰,25.4,24.75,2.63,97000,2001519969,LISTED
1558,伸興,95.1,95.2,-0.52,34011,6200580003,LISTED
1560,中砂,425.0,415.5,2.29,2467548,62449925000,LISTED
1563,巧新,45.75,46.7,-2.03,547608,9956807655,LISTED
1568,倉佑,22.65,22.8,-2.16,412000,2334920510,LISTED
1582,信錦,68.5,68.7,0.74,515110,9882426500,LISTED
1583,程泰,47.7,47.5,-0.62,67000,5218397827,LISTED
1587,吉茂,46.45,46.1,1.86,726546,3718586071,LISTED
1589,永冠-KY,16.55,16.25,2.48,628005,2534399706,LISTED
1590,亞德客-KY,1200.0,1260.0,-2.44,974302,239999997600,LISTED
1597,直得,77.3,78.6,-1.65,237012,6745352866,LISTED
1598,岱宇,19.7,19.9,-1.75,1671200,3276427158,LISTED
1603,華電,37.9,38.0,-0.13,589566,6020263642,LISTED
1604,聲寶,24.1,23.9,1.05,401439,8766808938,LISTED
1605,華新,34.7,34.35,0.43,29514761,153767258480,LISTED
1608,華榮,34.55,34.3,1.62,3606800,14656443982,LISTED
1609,大亞,39.1,38.6,2.76,4963637,30613129732,LISTED
1611,中電,13.15,13.1,0.77,381526,4243974884,LISTED
1612,宏泰,35.7,35.95,0.14,768313,11284056241,LISTED
1614,三洋電,34.15,33.7,1.04,46000,8842507944,LISTED
1615,大山,47.85,48.5,0.42,123250,9410357840,LISTED
1616,億泰,28.3,28.6,0.18,912000,5362680055,LISTED
1617,榮星,16.05,16.4,-0.93,162000,2532654569,LISTED
1618,合機,44.75,46.2,-1.97,1622456,8622967000,LISTED
1626,艾美特-KY,10.85,10.7,1.4,47745,1625565730,LISTED
1702,南僑,37.35,37.35,0.0,398770,9266224765,LISTED
1707,葡萄王,122.0,123.5,-0.41,83220,18072714000,LISTED
1708,東鹼,35.15,35.0,0.43,1908159,8752420679,LISTED
1709,和益,16.65,16.65,0.0,276973,7942320763,LISTED
1710,東聯,12.6,12.6,0.4,1097375,11050540534,LISTED
1711,永光,23.0,22.8,0.22,8290812,12598300600,LISTED
1712,興農,45.7,46.2,-1.19,534466,19216484720,LISTED
1713,國化,47.45,47.1,-0.11,208007,7162672515,LISTED
1714,和桐,9.25,9.18,1.76,7156531,9080570062,LISTED
1717,長興,56.8,55.8,2.53,14098698,66583542596,LISTED
1718,中纖,7.09,7.02,1.0,2241482,9511800603,LISTED
1720,生達,60.7,61.0,-0.16,267006,10846847336,LISTED
1721,三晃,16.95,17.15,-2.02,1234532,3133783941,LISTED
1722,台肥,46.4,46.1,0.32,1918950,45472001495,LISTED
1723,中碳,72.2,71.6,1.12,387019,16761229291,LISTED
1725,元禎,26.95,27.2,-0.92,39000,4900318638,LISTED
1726,永記,76.5,76.7,0.39,50000,12393000000,LISTED
1727,中華化,42.15,41.5,4.07,1566119,5284155173,LISTED
1730,花仙子,53.2,53.1,0.19,117052,3364048848,LISTED
1731,美吾華,21.95,21.9,0.46,74000,2917484351,LISTED
1732,毛寶,27.65,27.75,0.55,243906,1173573818,LISTED
1733,五鼎,30.7,30.5,0.49,186005,3068470970,LISTED
1734,杏輝,30.55,30.65,-0.33,212182,5810511270,LISTED
1735,日勝化,16.3,16.9,-2.4,317000,1620024324,LISTED
1736,喬山,138.0,139.5,-0.72,374057,41855347146,LISTED
1737,臺鹽,31.4,31.45,-0.16,142175,6279999923,LISTED
1752,南光,37.0,37.25,0.27,47015,3736573501,LISTED
1760,寶齡富錦,61.6,62.4,-1.12,116741,5281522269,LISTED
1762,中化生,26.9,26.3,4.47,171150,2069094170,LISTED
1773,勝一,146.0,145.0,1.74,779716,43800000000,LISTED
1776,展宇,15.1,15.25,0.0,8020,907614998,LISTED
1783,和康生,44.3,43.8,0.68,57203,3972823931,LISTED
1786,科妍,71.6,72.0,-0.83,267043,5357659053,LISTED
1789,神隆,21.65,21.8,-1.37,2061317,17119499048,LISTED
1795,美時,292.5,311.5,-9.86,9481321,76871870010,LISTED
1802,台玻,47.05,43.1,9.93,92725377,136824267831,LISTED
1805,寶徠,11.75,11.85,-0.84,68700,1585909250,LISTED
1806,冠軍,8.88,8.82,1.02,673886,3432271004,LISTED
1808,潤隆,31.75,31.6,0.79,989880,25518382065,LISTED
1809,中釉,23.5,23.15,1.29,4050199,3925487000,LISTED
1810,和成,18.75,18.4,2.18,936905,5659847175,LISTED
1817,凱撒衛,38.85,38.9,0.26,51000,2820509889,LISTED
1903,士紙,55.3,55.5,0.55,272189,14380162031,LISTED
1904,正隆,18.6,18.4,1.36,1638289,20613906122,LISTED
1905,華紙,11.95,12.0,-0.42,822003,13178881815,LISTED
1906,寶隆,11.95,11.65,2.58,99200,1804449971,LISTED
1907,永豐餘,25.9,26.1,-0.38,1176336,43003634166,LISTED
1909,榮成,9.94,9.95,-0.1,1377101,13037748035,LISTED
2002,中鋼,20.9,20.6,1.95,59001136,320351075724,LISTED
2006,東和鋼鐵,72.0,71.5,0.7,1880627,52575393600,LISTED
2007,燁興,8.27,8.26,1.22,292589,4388492282,LISTED
2008,高興昌,29.8,29.95,1.36,22266,5687398215,LISTED
2009,第一銅,44.7,43.75,1.71,2201717,16075112614,LISTED
2010,春源,22.5,22.4,1.81,1604540,14572246297,LISTED
2012,春雨,17.05,16.75,1.49,45400,4752397437,LISTED
2013,中鋼構,41.8,41.8,0.97,122091,8359999847,LISTED
2014,中鴻,18.15,18.15,0.28,7492370,26055123052,LISTED
2015,豐興,67.3,66.0,1.97,332966,39141643010,LISTED
2017,官田鋼,8.85,8.78,2.08,754108,3781974128,LISTED
2020,美亞,24.35,24.1,1.67,440187,6502212743,LISTED
2022,聚亨,9.0,8.77,5.02,1532261,3034513242,LISTED
2023,燁輝,14.95,14.9,1.01,1447716,28049790841,LISTED
2024,志聯,16.4,16.35,0.31,21005,1598999962,LISTED
2025,千興,12.15,12.15,0.0,203267,2097825458,LISTED
2027,大成鋼,37.35,37.3,0.95,8673366,87915868678,LISTED
2028,威致,18.8,18.45,2.45,141082,6091613352,LISTED
2029,盛餘,21.85,21.55,1.86,315000,7017783122,LISTED
2030,彰源,16.5,16.5,0.61,662008,4553439000,LISTED
2031,新光鋼,40.0,39.8,1.01,929195,12845840000,LISTED
2032,新鋼,16.7,16.5,1.83,521000,2179717499,LISTED
2033,佳大,16.35,16.25,0.62,124000,1319355694,LISTED
2034,允強,21.15,21.1,0.71,795330,11188256526,LISTED
2038,海光,15.6,15.3,2.3,779000,3028499210,LISTED
2049,上銀,232.0,236.0,-0.85,1814788,82079799680,LISTED
2059,川湖,3030.0,2945.0,3.24,599879,288749910000,LISTED
2062,橋椿,21.15,21.4,-2.08,298000,4229876259,LISTED
2069,運錩,18.7,18.55,0.81,171010,3111437026,LISTED
2101,南港,35.15,35.3,0.29,773849,25493217318,LISTED
2102,泰豐,19.75,19.45,1.8,401526,9076586500,LISTED
2103,台橡,16.25,16.2,0.31,3797998,13417787158,LISTED
2104,國際中橡,11.25,11.15,1.81,1767567,10912488750,LISTED
2105,正新,30.85,30.55,1.98,16568972,99997670522,LISTED
2106,建大,19.8,19.85,0.76,394635,18906821271,LISTED
2107,厚生,25.25,25.1,0.6,182586,7665733350,LISTED
2108,南帝,24.0,24.15,-0.62,479529,11818008000,LISTED
2109,華豐,14.95,14.8,1.01,127802,4176269514,LISTED
2114,鑫永銓,89.5,89.5,0.11,57018,6980266100,LISTED
2115,六暉-KY,24.45,24.55,0.82,68001,2551923890,LISTED
2201,裕隆,30.65,30.7,-0.33,3174367,32564858344,LISTED
2204,中華,59.3,57.9,4.22,4421345,32829665577,LISTED
2206,三陽工業,60.8,60.6,1.0,956281,47323263047,LISTED
2207,和泰車,549.0,540.0,3.0,517245,305849419632,LISTED
2208,台船,23.5,23.0,3.07,14908975,29951677075,LISTED
2211,長榮鋼,100.5,101.5,-3.37,3647250,41917645500,LISTED
2227,裕日車,53.8,54.4,1.89,114750,16139999771,LISTED
2228,劍麟,94.1,95.0,-0.95,243011,7507297878,LISTED
2231,為升,90.8,90.2,0.67,175011,12341319311,LISTED
2233,宇隆,223.0,223.0,0.0,779193,13444244070,LISTED
2236,百達-KY,112.5,114.0,-0.44,254454,6907690012,LISTED
2239,英利-KY,27.15,27.35,-1.99,187038,3195907905,LISTED
2241,艾姆勒,29.8,30.2,-1.32,357003,3117148638,LISTED
2243,宏旭-KY,11.85,11.6,1.72,189095,822013196,LISTED
2247,汎德永業,291.0,290.0,1.04,504590,23486319000,LISTED
2250,IKKA-KY,70.2,70.7,-1.27,118547,2554437488,LISTED
2301,光寶科,179.5,175.5,1.13,32868691,407424074000,LISTED
2302,麗正,18.05,18.4,-2.43,914459,3001769023,LISTED
2303,聯電,62.8,62.9,0.64,87219731,790536208861,LISTED
2305,全友,12.75,12.7,0.79,800125,2584753950,LISTED
2308,台達電,1260.0,1200.0,6.33,14422679,3272904594540,LISTED
2312,金寶,24.1,24.2,0.0,11699750,36281514274,LISTED
2313,華通,186.5,183.5,1.91,84656890,222274541900,LISTED
2314,台揚,20.5,20.55,-0.49,125951,916118288,LISTED
2316,楠梓電,95.8,95.2,-0.31,1260653,17381473553,LISTED
2317,鴻海,227.0,222.5,2.71,65872532,3169541735294,LISTED
2321,東訊,16.5,16.45,1.85,2444,494239845,LISTED
2323,中環,10.35,10.25,2.48,6554678,11274755610,LISTED
2324,仁寶,30.6,30.4,0.0,24324469,133328167422,LISTED
2327,國巨,256.0,256.0,0.79,16638142,530533032192,LISTED
2328,廣宇,47.8,48.65,-1.75,4647847,24776951931,LISTED
2329,華泰,50.2,50.2,-0.59,4691703,28123462794,LISTED
2330,台積電,1915.0,1880.0,1.86,40488310,49660784457715,LISTED
2331,精英,25.35,25.25,0.4,2102310,14130166262,LISTED
2332,友訊,15.3,15.3,0.66,1454871,9132503926,LISTED
2337,旺宏,98.5,89.1,9.93,345272475,182606096500,LISTED
2338,光罩,33.65,34.35,-0.88,1362499,9439573972,LISTED
2340,台亞,24.65,24.75,0.61,1310729,10793446032,LISTED
2342,茂矽,30.5,31.0,-1.29,1167375,4805846722,LISTED
2344,華邦電,105.5,101.5,1.93,201852742,474750020467,LISTED
2345,智邦,1450.0,1355.0,4.32,7403735,810416600000,LISTED
2347,聯強,68.7,69.0,1.03,7291542,114587951680,LISTED
2348,海悅,74.1,74.4,-1.07,267639,11243552375,LISTED
2349,錸德,13.25,13.1,1.15,3137620,9191255548,LISTED
2351,順德,86.0,85.5,1.18,1920261,15664040000,LISTED
2352,佳世達,25.35,25.3,0.2,3617180,32853989236,LISTED
2353,宏碁,27.1,27.15,0.18,22354558,81468237946,LISTED
2354,鴻準,58.7,58.2,1.38,4199272,83030281908,LISTED
2355,敬鵬,38.35,36.95,4.35,7725140,15243932643,LISTED
2356,英業達,45.35,45.3,0.67,17708177,162691988769,LISTED
2357,華碩,523.0,525.0,-0.57,3695135,388463626440,LISTED
2359,所羅門,125.0,126.5,-0.4,807191,21421375000,LISTED
2360,致茂,1050.0,1045.0,0.96,1640232,444787792050,LISTED
2362,藍天,39.0,38.35,1.69,961785,22541989665,LISTED
2363,矽統,55.0,54.4,1.1,20617664,28324348855,LISTED
2364,倫飛,61.8,63.6,0.49,149202,3237618406,LISTED
2365,昆盈,35.25,34.7,1.15,3925481,7808879484,LISTED
2367,燿華,52.5,52.1,1.74,73289943,37078291740,LISTED
2368,金像電,829.0,862.0,-2.01,10834875,403465181000,LISTED
2369,菱生,25.25,24.9,1.81,3515476,9454687997,LISTED
2371,大同,36.8,37.2,0.41,10472150,75294881613,LISTED
2373,震旦行,55.5,55.3,1.09,52281,12415667515,LISTED
2374,佳能,77.5,78.0,-0.13,3061547,25271378560,LISTED
2375,凱美,85.3,84.6,0.83,889399,9269977831,LISTED
2376,技嘉,229.5,228.0,1.32,2714172,153739499337,LISTED
2377,微星,90.7,90.9,0.33,4103295,76628454761,LISTED
2379,瑞昱,476.0,478.5,-0.52,2384963,245383712000,LISTED
2380,虹光,4.88,4.9,1.04,100231,1057681879,LISTED
2382,廣達,286.0,286.0,0.35,16235356,1102392262400,LISTED
2383,台光電,2195.0,2100.0,4.28,4927034,784790422500,LISTED
2385,群光,119.5,120.0,-0.42,2276114,83091576500,LISTED
2387,精元,39.1,38.95,0.39,324270,7566670804,LISTED
2388,威盛,49.2,50.6,-3.53,4761780,27339207570,LISTED
2390,云辰,10.25,10.2,0.49,281643,1974349290,LISTED
2392,正崴,38.3,38.95,-1.67,1475101,17726156548,LISTED
2393,億光,57.6,58.0,-0.52,2373101,25539441077,LISTED
2395,研華,305.0,300.0,2.52,4158801,263882950000,LISTED
2397,友通,60.5,60.3,0.17,161000,6926575909,LISTED
2399,映泰,21.7,21.8,-1.36,1452089,3864770135,LISTED
2401,凌陽,21.5,21.25,1.42,2141212,12651350866,LISTED
2402,毅嘉,53.0,53.0,0.0,3566033,16299436249,LISTED
2404,漢唐,923.0,910.0,1.65,2120209,174065524100,LISTED
2405,輔信,15.6,15.75,-0.64,1399002,5357466057,LISTED
2406,國碩,29.55,29.1,5.54,27219866,10369272032,LISTED
2408,南亞科,278.0,266.5,2.58,90906529,861418584000,LISTED
2409,友達,16.15,15.2,9.49,493741692,121885645518,LISTED
2412,中華電,133.0,133.5,0.38,12382926,1031740390618,LISTED
2413,環科,41.5,43.5,-4.93,6295304,5285398500,LISTED
2414,精技,41.8,42.45,-0.12,231065,6760564676,LISTED
2415,錩新,28.0,27.7,2.56,368185,2520000000,LISTED
2417,圓剛,36.75,36.8,-1.08,481508,4843098750,LISTED
2419,仲琦,27.8,27.25,0.72,1216118,8932618748,LISTED
2420,新巨,51.0,50.8,0.99,247030,7785083700,LISTED
2421,建準,144.5,146.0,-1.37,1425913,39382030000,LISTED
2423,固緯,47.1,44.75,5.37,297005,6831713478,LISTED
2424,隴華,32.9,32.2,1.86,69200,1960346590,LISTED
2425,承啟,27.2,28.1,-4.56,752475,2624772873,LISTED
2426,鼎元,18.65,18.4,1.63,774374,5606581535,LISTED
2427,三商電,26.9,26.55,1.51,1478060,5326188465,LISTED
2428,興勤,173.5,173.0,0.87,340203,22227605500,LISTED
2429,銘旺科,55.6,56.3,-1.24,351100,4753799869,LISTED
2430,燦坤,22.7,22.6,0.67,169667,2651360089,LISTED
2431,聯昌,15.2,14.9,2.01,1802251,1686090378,LISTED
2433,互盛電,46.8,46.6,0.32,56507,6762413251,LISTED
2434,統懋,29.8,29.7,0.17,49008,1102599971,LISTED
2436,偉詮電,59.4,58.7,2.41,17889702,11708101096,LISTED
2438,翔耀,22.8,21.3,9.88,506000,1418068752,LISTED
2439,美律,99.7,99.6,-0.3,682119,25313372000,LISTED
2440,太空梭,15.3,14.85,2.0,259833,2128490126,LISTED
2441,超豐,88.6,87.0,0.8,3651988,50399754732,LISTED
2442,新美齊,20.7,20.45,0.0,1595715,5699654544,LISTED
2444,兆勁,12.45,12.8,0.0,541133,1264541164,LISTED
2449,京元電子,313.5,309.0,3.81,22349064,383330557500,LISTED
2450,神腦,28.9,28.85,0.17,121110,7463511601,LISTED
2451,創見,219.0,209.0,2.82,5354639,94323666825,LISTED
2453,凌群,52.2,52.6,-0.76,513060,5220000076,LISTED
2454,聯發科,1855.0,1795.0,0.54,8232637,2960784430275,LISTED
2455,全新,180.0,194.0,-5.26,36761392,33100905240,LISTED
2457,飛宏,28.15,28.4,0.0,2445320,11957343348,LISTED
2458,義隆,119.0,120.5,-1.24,1312219,34072437000,LISTED
2459,敦吉,66.0,66.0,0.0,90006,6969336000,LISTED
2460,建通,26.35,25.2,5.4,2334441,4458420064,LISTED
2461,光群雷,16.45,16.4,0.3,266005,2820236477,LISTED
2462,良得電,25.0,24.9,1.42,420040,3769612075,LISTED
2464,盟立,71.1,71.0,-1.25,5231954,14678681853,LISTED
2465,麗臺,51.7,52.0,-0.58,217536,4857009926,LISTED
2466,冠西電,52.6,55.1,-4.54,583103,9123927250,LISTED
2467,志聖,273.0,273.0,0.18,2230237,41639107692,LISTED
2468,華經,35.4,36.25,-3.01,342000,2476619506,LISTED
2471,資通,50.7,51.4,-1.36,274006,2395777836,LISTED
2472,立隆電,108.5,108.5,0.0,1046379,17873762364,LISTED
2474,可成,192.5,194.5,-0.52,1535304,108063545590,LISTED
2476,鉅祥,82.9,82.4,0.85,585589,17957881230,LISTED
2477,美隆電,24.1,23.55,1.9,570400,3821609360,LISTED
2478,大毅,59.6,59.0,2.58,1472821,8506787646,LISTED
2480,敦陽科,143.5,141.0,2.87,448435,15262660000,LISTED
2481,強茂,84.2,88.3,-4.32,12993394,32174075771,LISTED
2482,連宇,17.8,17.5,1.14,90503,1386317340,LISTED
2483,百容,20.3,20.4,1.0,189000,2180565018,LISTED
2484,希華,26.4,26.7,0.38,594391,4208714919,LISTED
2485,兆赫,36.8,37.4,-2.26,26663332,11690954957,LISTED
2486,一詮,152.0,149.0,4.11,6419251,35257704008,LISTED
2488,漢平,47.3,47.0,1.07,324507,3783952638,LISTED
2489,瑞軒,27.1,25.85,7.54,95348601,16531000232,LISTED
2491,吉祥全,16.25,16.6,-1.81,212000,1332630000,LISTED
2492,華新科,123.5,123.5,0.0,3492334,59873389589,LISTED
2493,揚博,106.0,106.5,-0.47,992700,18952800000,LISTED
2495,普安,31.6,30.5,5.16,3821533,8644227504,LISTED
2496,卓越,69.3,69.1,-0.14,24150,1323657778,LISTED
2497,怡利電,45.1,45.8,-1.31,260150,5903034032,LISTED
2498,宏達電,44.25,44.75,-1.01,3328352,36595816469,LISTED
2501,國建,22.55,22.4,0.67,1408301,26148099665,LISTED
2504,國產,36.35,35.9,1.11,1368480,42779731604,LISTED
2505,國揚,18.85,19.0,-0.79,369578,7163000144,LISTED
2506,太設,9.02,9.03,0.22,217277,3261235285,LISTED
2509,全坤建,14.5,14.5,-0.34,204001,3255982250,LISTED
2511,太子,8.24,8.28,-0.12,1516880,13370808668,LISTED
2514,龍邦,14.75,14.65,0.68,118000,5282274425,LISTED
2515,中工,15.8,15.05,5.69,51662405,25404871182,LISTED
2516,新建,14.55,14.7,-0.68,295002,3292359493,LISTED
2520,冠德,31.85,31.8,-0.93,1717070,18970728044,LISTED
2524,京城,41.4,40.75,1.22,129423,15151719321,LISTED
2527,宏璟,29.5,29.85,-2.16,509938,7721869997,LISTED
2528,皇普,27.7,27.35,2.03,667150,12022533494,LISTED
2530,華建,25.2,25.1,0.4,609422,21167698240,LISTED
2534,宏盛,19.8,20.0,-1.0,1170410,9365419439,LISTED
2535,達欣工,71.0,71.9,0.42,622992,18452313540,LISTED
2536,宏普,22.85,22.95,0.22,211000,7604678921,LISTED
2537,聯上發,10.55,10.6,0.96,523003,3170885902,LISTED
2538,基泰,10.5,10.45,0.48,216744,4672767697,LISTED
2539,櫻花建,48.55,47.8,0.1,1250194,57925129445,LISTED
2540,愛山林,46.85,47.6,-0.85,441400,44267343818,LISTED
2542,興富發,38.85,38.4,1.44,6502986,82124867252,LISTED
2543,皇昌,61.2,60.6,1.32,1950241,32346768416,LISTED
2545,皇翔,37.65,37.3,1.48,356612,14297016138,LISTED
2546,根基,86.0,85.4,0.82,60202,11225080512,LISTED
2547,日勝生,10.8,10.75,0.93,1795930,11179022417,LISTED
2548,華固,108.5,107.5,0.93,1001601,34667670124,LISTED
2597,潤弘,170.5,169.5,0.59,325072,52977078000,LISTED
2601,益航,5.37,5.33,-0.92,1470223,4429047385,LISTED
2603,長榮,186.0,187.5,0.0,5662303,402697998000,LISTED
2605,新興,29.15,29.0,-0.34,6467377,17063048413,LISTED
2606,裕民,62.6,61.9,0.81,3673234,52900486281,LISTED
2607,榮運,55.8,56.5,-0.53,432116,29773236115,LISTED
2608,嘉里大榮,32.65,32.6,-0.31,239908,15247550712,LISTED
2609,陽明,53.3,52.6,0.95,8086743,186129154926,LISTED
2610,華航,22.7,22.9,-1.09,37897102,138057966929,LISTED
2611,志信,14.4,14.6,-0.69,444907,2721628727,LISTED
2612,中航,60.6,60.5,-0.33,1063147,11967566458,LISTED
2613,中櫃,24.2,24.35,0.41,288002,3322079304,LISTED
2614,東森,20.5,20.65,0.0,663116,6708931393,LISTED
2615,萬海,75.0,75.0,0.67,3960883,210460980000,LISTED
2616,山隆,13.7,13.55,0.37,97606,1862224534,LISTED
2617,台航,30.1,30.25,0.17,644036,12560549559,LISTED
2618,長榮航,38.85,39.0,-0.38,30957378,209807254213,LISTED
2630,亞航,50.4,48.6,3.7,1435030,10555675519,LISTED
2633,台灣高鐵,27.15,27.35,-0.73,5277277,152808152802,LISTED
2634,漢翔,54.4,52.2,4.21,10446409,51237566237,LISTED
2636,台驊投控,64.1,64.1,0.0,271501,8779214634,LISTED
2637,慧洋-KY,70.2,69.8,0.57,1427518,52397909522,LISTED
2642,宅配通,24.45,24.4,0.2,73200,2334168222,LISTED
2645,長榮航太,164.5,162.0,2.81,2869698,61616923249,LISTED
2701,萬企,11.05,11.0,0.45,103461,4972146485,LISTED
2702,華園,11.95,11.85,0.84,40000,1871525320,LISTED
2704,國賓,42.65,42.6,-0.12,146165,15649281138,LISTED
2705,六福,16.2,16.25,0.31,241137,3099270745,LISTED
2706,第一店,12.9,12.85,0.39,111081,6449974009,LISTED
2707,晶華,190.0,190.0,0.0,143247,24206570000,LISTED
2712,遠雄來,17.5,17.2,1.74,33000,1837500000,LISTED
2722,夏都,25.45,25.9,0.2,60000,3643668872,LISTED
2723,美食-KY,74.3,75.3,-2.24,599070,13374000549,LISTED
2727,王品,215.5,217.0,0.0,178509,17856114500,LISTED
2731,雄獅,175.5,173.0,0.29,2038783,16370289000,LISTED
2739,寒舍,33.85,33.9,-0.15,99000,3098154960,LISTED
2748,雲品,41.2,40.55,1.73,146050,4358094880,LISTED
2753,八方雲集,184.0,183.0,0.82,256360,12262680000,LISTED
